bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,long,sqft_lot15,log_price,house_age,was_renovated,distance
3,2.25,1640,4420,2,0,0,4,7,0,98002,47.311,-122.21,6632,12.4292162,97,1,0.308684229
2,1,1200,9850,1,0,0,4,7,0,98002,47.3089,-122.21,5095,12.14950229,94,0,0.310774983
2,1,1600,8961,1,0,0,4,7,210,98002,47.3098,-122.21,6798,12.29454129,66,0,0.30987893
4,1,1320,11212,1,0,0,5,6,0,98002,47.3098,-122.209,6766,12.4292162,101,0,0.309974219
3,2.25,2010,6000,1,0,0,3,8,680,98052,47.6912,-122.115,8260,13.25339164,40,0,0.143861764
4,2.25,2470,7800,1,0,0,3,8,1000,98052,47.6913,-122.115,8050,13.15192218,40,0,0.143912452
5,2.5,2620,8050,1,0,0,3,8,1100,98052,47.6919,-122.115,7676,13.21789172,40,0,0.144217665
3,1.75,1470,9750,1,0,0,4,7,0,98052,47.6975,-122.12,9600,13.10216067,37,0,0.142964715
3,1.75,1790,9860,1,0,0,4,7,380,98052,47.6989,-122.12,9555,13.19747085,37,0,0.143744862
5,3.5,3620,7821,2,0,2,3,10,830,98040,47.5738,-122.215,9757,14.21428668,57,1,0.050588886
5,2.75,3050,8904,1,0,0,4,8,1400,98040,47.5709,-122.214,8904,13.85280634,59,0,0.053618122
2,1,1100,4200,1,0,0,3,7,0,98136,47.5312,-122.392,4000,12.74713451,61,0,0.176034569
3,2,3030,9374,1,0,1,4,7,930,98136,47.5289,-122.391,6012,13.28787782,56,0,0.176321463
5,2.25,2240,5500,1,0,0,3,7,750,98136,47.5305,-122.391,6050,13.08154138,56,0,0.17551549
2,1.75,1290,6600,1,0,2,3,7,420,98136,47.531,-122.39,7370,13.25916442,64,0,0.174399504
3,3.25,2230,5460,1,0,1,4,8,800,98136,47.53,-122.388,5600,13.45876418,38,0,0.173178952
3,1.5,1480,7749,1,0,0,5,7,0,98126,47.5144,-122.379,5320,13.00908269,55,0,0.174325425
2,1,1130,5070,1,0,0,4,7,0,98146,47.5141,-122.377,6300,12.69158046,60,0,0.172904379
2,1,780,6727,1,0,0,3,6,0,98168,47.4733,-122.281,10124,12.30998211,76,0,0.150966424
5,2.5,2130,8428,2,0,0,3,7,0,98168,47.4726,-122.282,11810,12.84792653,2,0,0.151918754
2,1,780,16344,1,0,0,1,5,0,98168,47.4739,-122.28,10387,11.26446411,73,0,0.150114182
2,1,1500,18540,1,0,0,3,8,0,98168,47.4727,-122.281,9355,12.04355372,65,0,0.151542866
2,1,1400,19570,1.5,0,0,3,6,300,98168,47.4724,-122.271,6500,12.4292162,86,0,0.149376551
4,2.5,2910,20067,2,0,0,3,9,0,98168,47.4714,-122.273,21420,13.12226337,14,0,0.150791428
2,1,1110,26051,1,0,0,3,6,0,98168,47.4711,-122.291,12255,12.4292162,64,0,0.156118919
2,1,880,9000,1,0,0,3,5,0,98188,47.4672,-122.291,10000,11.77528973,87,0,0.159801786
5,1,1500,9282,1.5,0,0,5,6,0,98168,47.4702,-122.281,9639,12.36734079,49,0,0.153946645
2,1,1450,9150,1,0,0,4,7,0,98188,47.4689,-122.277,10636,12.77987307,50,0,0.154164272
3,1.5,1970,10080,1,0,0,3,7,0,98168,47.4703,-122.276,10080,12.91533921,49,0,0.152562392
5,4.5,4440,9784,2,0,0,3,10,0,98168,47.4702,-122.275,10080,13.30468493,3,0,0.152420347
4,2,1520,19672,1,0,0,3,6,500,98188,47.4683,-122.281,7840,12.04941884,95,0,0.155775544
5,3,3300,33474,1,0,3,3,9,1430,98040,47.5673,-122.21,20953,14.22430346,58,1,0.058698544
5,3.5,5000,26540,2,0,3,3,10,1590,98040,47.5665,-122.21,17398,14.36363197,7,0,0.059395156
4,3.75,4100,22798,1.5,0,3,5,11,1560,98040,47.5648,-122.21,18730,14.52206743,81,1,0.060883894
2,1.75,1430,7921,1,0,0,3,7,0,98146,47.5088,-122.371,8040,12.76568843,32,0,0.171490802
4,1.5,1780,7914,1.5,0,0,4,7,0,98059,47.5142,-122.163,8069,12.82664913,53,0,0.128922811
4,3,3000,10297,2,0,0,3,8,0,98042,47.3684,-122.073,8366,12.89659137,12,0,0.30004135
4,2.5,2180,9281,2,0,0,3,8,0,98042,47.3673,-122.072,9520,12.80215811,11,0,0.301511032
3,3.5,1650,1577,2,0,0,3,7,550,98109,47.6302,-122.344,1280,13.11231304,3,0,0.105637891
3,2.5,1870,4046,2,0,0,3,7,0,98042,47.342,-122.059,4800,12.42118403,8,0,0.329791217
4,2.5,1890,4158,2,0,0,3,8,0,98042,47.343,-122.056,4549,12.65027758,1,0,0.330605219
4,2.5,2660,4082,2,0,0,3,7,0,98042,47.3414,-122.055,4876,12.56723749,5,0,0.332491274
3,2.75,2600,5875,1.5,0,2,5,8,1000,98116,47.5773,-122.406,5492,13.59859756,86,0,0.17193132
1,1,1940,6300,1,0,3,3,8,0,98116,47.5782,-122.4,6300,13.32318933,52,0,0.165890786
3,1.5,2180,5000,1,0,3,4,8,1090,98116,47.5787,-122.402,5000,13.48700649,74,0,0.167713315
4,2.75,2240,5400,2,0,0,4,7,700,98116,47.5785,-122.402,5000,13.28787782,75,0,0.16776067
4,2.25,2010,7280,2,0,0,4,8,0,98032,47.3585,-122.286,7579,12.69127272,27,0,0.264026934
3,2,1550,6039,1,0,0,5,7,720,98126,47.5436,-122.378,6042,12.97154049,73,0,0.157779503
2,1.75,1240,6417,1,0,0,5,7,0,98126,47.5439,-122.379,6417,13.06261337,91,0,0.158519925
3,2.5,3370,6550,2,0,2,4,8,530,98126,47.5442,-122.38,6550,13.62918098,103,1,0.159263749
4,3,1490,6766,1.5,0,1,5,7,0,98136,47.5446,-122.382,6526,13.25339164,100,0,0.16085297
2,1,630,6550,1,0,0,3,5,0,98126,47.5486,-122.38,6550,12.66032792,97,0,0.157264369
3,1,1480,6550,1.5,0,0,4,6,0,98126,47.5498,-122.381,6550,12.89420728,90,0,0.157636094
2,1,820,6550,1,0,0,3,7,0,98126,47.5478,-122.381,6550,12.82125828,66,1,0.15851562
5,2.25,2060,8632,1,0,0,3,7,1030,98146,47.4877,-122.335,11680,12.44901882,53,0,0.162080939
3,1.75,1100,9452,1,0,0,3,6,0,98146,47.4864,-122.337,9452,12.15477935,73,0,0.164314915
3,2,1700,11475,1,0,0,5,6,730,98146,47.4851,-122.338,11475,12.32385568,70,0,0.165954805
4,1.75,1680,19405,1,0,0,4,7,120,98055,47.4552,-122.202,12900,12.52452638,56,0,0.167266896
2,1,1150,30184,1,0,0,3,6,0,98055,47.4492,-122.2,19684,11.76756768,65,0,0.173561908
3,0.75,1040,42180,1,0,0,2,6,0,98055,47.4518,-122.199,24090,12.04355372,68,0,0.1712605
3,2.5,1980,7800,2,0,0,3,8,0,98055,47.4492,-122.199,20580,12.79372041,16,0,0.173789532
4,2,2750,9001,1,0,0,3,8,0,98055,47.457,-122.189,11050,12.71589777,7,0,0.168896678
3,1,1000,9450,1,0,0,3,6,0,98055,47.4562,-122.193,13500,12.26434155,53,0,0.168524691
3,1,1170,9730,1,0,0,3,7,0,98055,47.4562,-122.196,10125,12.43718437,47,1,0.167730067
4,1.5,2060,4000,1.5,0,2,3,7,480,98103,47.6857,-122.353,4000,13.52782849,95,1,0.132397741
2,1,980,3350,1,0,0,4,7,0,98103,47.6858,-122.352,4000,12.88156489,90,0,0.131589186
4,2.5,2930,5000,2,0,0,3,9,170,98006,47.5424,-122.12,5778,13.59236701,8,0,0.141180764
4,4,5320,20041,2,0,0,3,11,0,98075,47.5852,-121.966,17268,13.87613518,12,0,0.275033676
4,5,4630,24054,2,0,3,3,11,0,98075,47.587,-121.966,17584,14.16968237,10,0,0.274822753
4,4,4930,22093,2,0,3,3,12,0,98075,47.5874,-121.965,18889,14.1973658,11,0,0.275771134
4,3.75,3550,15151,2,0,0,3,11,0,98075,47.5888,-121.971,15151,13.77458439,11,0,0.269652965
5,3.5,4380,14925,2,0,0,3,11,0,98075,47.5848,-121.969,14633,13.75894021,12,0,0.272104721
5,3.75,4220,15959,2,0,0,3,11,0,98075,47.5869,-121.967,16531,13.96823164,11,0,0.273840745
4,3.5,4460,16271,2,0,2,3,11,0,98075,47.5862,-121.97,17122,13.87283562,14,0,0.270942853
4,3.25,4400,16625,2,0,0,3,11,0,98075,47.5868,-121.968,15523,13.86430072,12,0,0.272858904
4,3.5,4570,16219,2,0,0,3,11,0,98075,47.5859,-121.968,16500,13.9090009,13,0,0.27296432
5,3.5,5050,16500,2,0,2,3,11,0,98075,47.5863,-121.967,16500,13.84020317,14,0,0.273910227
5,4.25,4610,13252,2,0,4,3,11,0,98075,47.5878,-121.969,15154,13.97165924,11,0,0.271751512
4,4,3010,7221,2,0,0,3,10,0,98075,47.5833,-121.97,7518,13.54763111,11,0,0.271301883
4,2.5,3210,8938,2,0,0,3,10,0,98075,47.582,-121.971,8108,13.52782849,10,0,0.270481751
5,2.75,3490,8230,2,0,0,3,10,0,98075,47.5825,-121.97,7331,13.53975706,10,0,0.271406295
4,2.5,3230,7331,2,0,0,3,10,0,98075,47.5823,-121.97,7447,13.50079981,11,0,0.27143276
4,4,3200,7708,2,0,0,3,10,0,98075,47.5816,-121.97,7944,13.48700649,11,0,0.271526528
4,3.75,3320,8030,2,0,0,3,10,0,98075,47.5818,-121.972,8030,13.59548713,10,0,0.269517863
4,2.5,4090,11225,2,0,0,3,10,0,98075,47.581,-121.971,8762,13.69334292,10,0,0.270617829
4,3.5,4070,10976,2,0,0,3,10,0,98075,47.5805,-121.97,10106,13.69785251,11,0,0.271677457
4,4,3280,8448,2,0,0,3,10,0,98075,47.5818,-121.973,8030,13.57407574,8,0,0.268527118
3,3.5,3500,9473,2,0,0,3,10,0,98075,47.5807,-121.972,7833,13.58860996,7,0,0.2696691
4,3.5,3560,6098,2,0,0,3,10,0,98075,47.5828,-121.972,6846,13.57978822,9,0,0.269384199
4,3.25,3490,7024,2,0,0,3,10,0,98075,47.5834,-121.972,6866,13.5211395,9,0,0.269305751
5,3.75,3830,8131,2,0,0,3,10,0,98075,47.5837,-121.971,7290,13.65592849,10,0,0.270258753
4,2.5,3880,7208,2,0,0,3,10,0,98075,47.5841,-121.971,7221,13.61094339,9,0,0.27020781
4,4,4620,130208,2,0,0,3,10,0,98024,47.5885,-121.939,131007,14.19326183,1,0,0.301510554
3,1,1320,11090,1,0,0,3,7,0,98155,47.7748,-122.304,8319,12.52452638,60,0,0.16943443
3,2.25,1430,4777,2,0,0,3,7,0,98059,47.4867,-122.152,3854,12.77987307,5,0,0.157789209
3,2.5,1520,3041,2,0,0,3,7,0,98059,47.4874,-122.152,3229,12.71589777,6,0,0.157205796
3,2.5,1520,3003,2,0,0,3,7,0,98059,47.4876,-122.153,3030,12.70684793,6,0,0.156487286
3,2.5,1610,6600,2,0,0,3,7,0,98003,47.2827,-122.302,7689,12.4292162,21,0,0.341471673
3,1,1430,7000,1,0,0,3,6,0,98023,47.3018,-122.369,7700,12.27349762,47,0,0.342160494
3,1.5,1300,7370,1,0,0,4,7,400,98023,47.3025,-122.37,7500,12.33050022,39,0,0.341894876
3,1.75,1050,7854,1,0,0,4,7,0,98023,47.3011,-122.369,7668,12.3779229,40,0,0.342808133
3,1.75,2070,5500,1,0,0,4,7,940,98115,47.6733,-122.301,4400,13.3770056,69,0,0.082844418
3,2.25,1590,7748,2,0,0,4,7,0,98003,47.2857,-122.3,7606,12.47990931,24,0,0.33815727
3,1.75,1080,7942,1,0,0,3,7,0,98023,47.3141,-122.355,8244,11.65268741,34,0,0.325569837
4,2,1500,7854,1.5,0,0,3,7,0,98023,47.3127,-122.354,7334,12.42881612,32,0,0.326524959
3,2.25,1500,7210,1,0,0,3,7,350,98023,47.3124,-122.352,7210,12.34583459,31,0,0.326107557
3,2,1540,7210,2,0,0,4,7,0,98023,47.3128,-122.351,7210,12.43718437,31,0,0.325386895
3,2.5,1480,7210,1,0,0,3,7,300,98023,47.3124,-122.351,7396,12.52888052,29,0,0.325762497
3,2.25,1500,7615,1,0,0,3,7,350,98023,47.3146,-122.351,8649,12.30115553,31,0,0.323697412
3,2.5,1850,6676,2,0,0,3,7,0,98023,47.3103,-122.36,6663,12.49874226,29,0,0.330918226
3,2,1320,5665,1,0,0,3,7,0,98023,47.3096,-122.357,7080,12.32385568,29,0,0.330487187
4,3.5,1850,6519,2,0,0,3,7,720,98023,47.3087,-122.354,6664,12.42118403,29,0,0.330271821
3,2.25,1430,5999,2,0,0,3,7,0,98023,47.3116,-122.358,5999,12.30591798,28,0,0.328980017
3,2.25,1460,5818,1,0,0,3,7,320,98023,47.3113,-122.358,6031,12.3883942,29,0,0.329259732
4,2.5,1750,6397,2,0,0,3,7,0,98023,47.3082,-122.358,6502,12.50617724,27,0,0.332152194
4,2,1610,6650,1,0,0,3,7,0,98023,47.3085,-122.358,6650,12.46824458,26,0,0.331872115
4,2.5,1990,6671,2,0,0,3,7,0,98023,47.3078,-122.358,6566,12.46843691,26,0,0.332525687
3,2.5,1870,6821,2,0,0,3,7,0,98023,47.3065,-122.358,6821,12.52452638,26,0,0.333739965
4,2.75,2390,7330,2,0,0,3,7,0,98023,47.3061,-122.359,6735,12.54966235,26,0,0.334471092
3,2.5,2450,7062,2,0,0,3,8,0,98023,47.3061,-122.36,7200,12.60819885,22,0,0.334831071
3,2,1520,7131,1,0,0,3,8,0,98023,47.3061,-122.361,7379,12.39255221,22,0,0.335193646
4,2.5,1940,6206,2,0,0,3,7,0,98023,47.3063,-122.359,7092,12.53717334,25,0,0.334284407
4,2.75,2140,8100,2,0,0,4,7,0,98023,47.3075,-122.359,7002,12.6260979,25,0,0.333164624
4,3,1990,6180,2,0,0,3,7,0,98023,47.3083,-122.36,6180,12.51722707,25,0,0.332780612
4,2.75,2370,7320,2,0,0,3,7,0,98023,47.3071,-122.36,7320,12.64432758,26,0,0.333898808
3,1.75,1310,8065,1,0,0,4,6,0,98117,47.701,-122.368,8100,12.98310131,67,0,0.153196685
3,1,1470,7930,1,0,0,3,7,400,98177,47.7013,-122.368,8100,12.89909482,65,0,0.15335881
2,1,840,8100,1,0,0,4,7,0,98177,47.7019,-122.366,8220,12.90171671,67,0,0.152009856
3,1,1410,8053,1,0,0,4,7,0,98177,47.704,-122.367,8042,12.91164235,64,0,0.154004527
4,3.5,2000,2309,3,0,0,3,8,0,98177,47.7027,-122.361,1548,13.03134398,7,0,0.148312839
3,1.75,1460,7862,1,0,0,3,7,0,98155,47.7755,-122.299,9293,12.62806706,50,0,0.16823472
4,2.5,2300,8100,1,0,0,4,8,940,98023,47.2979,-122.371,7630,12.60819885,36,0,0.346528075
3,1.75,1480,3900,1,0,0,4,7,0,98023,47.2977,-122.367,6956,12.4292162,35,0,0.345210334
3,1.75,1850,7684,1,0,0,3,8,530,98023,47.2975,-122.37,7630,12.29225034,36,0,0.34651878
4,2.25,1950,7280,2,0,0,4,8,0,98023,47.2957,-122.37,7280,12.30138283,36,0,0.34818593
3,2,2330,8000,1,0,0,3,7,940,98023,47.2958,-122.368,7227,12.50617724,29,0,0.347345735
5,1.5,1820,8712,1,0,0,5,7,730,98032,47.3712,-122.289,8712,12.53537639,55,0,0.252117021
2,1,780,9750,1,0,0,3,6,0,98168,47.4816,-122.322,9750,11.8913619,78,0,0.159921247
3,2.25,1660,5128,2,0,0,3,7,0,98019,47.7362,-121.967,4652,12.61153775,14,0,0.296476743
3,2.5,1620,5992,2,0,0,3,7,0,98019,47.736,-121.965,4644,12.7512997,14,0,0.298233929
5,3.5,2450,8193,2,0,0,3,9,0,98028,47.7721,-122.241,8193,13.23560277,10,0,0.153796695
2,2.25,1330,10838,2,0,0,3,8,0,98028,47.7689,-122.241,10310,12.77987307,30,0,0.150596962
3,2.25,2160,9540,2,0,0,3,8,0,98028,47.7668,-122.243,12593,12.90545038,36,0,0.148537103
3,1.75,1560,8456,1,0,0,5,7,0,98028,47.7769,-122.25,13109,12.89921983,45,0,0.158962895
4,2.5,2800,21370,2,0,0,3,8,0,98028,47.776,-122.246,9336,13.15192218,12,0,0.157837962
3,1.5,1480,7117,1,0,0,3,7,310,98028,47.7766,-122.248,14775,12.56024446,55,0,0.158537921
3,1,1090,10296,1,0,0,4,6,0,98028,47.7743,-122.26,10296,12.42520818,65,0,0.157387009
6,3,3470,117612,1.5,0,0,3,7,0,98028,47.7663,-122.234,17100,13.07107008,91,0,0.148069665
2,1,960,112384,1,0,0,3,7,0,98028,47.7642,-122.234,24875,12.94800999,60,0,0.145970896
3,0.75,1040,15000,1,0,0,3,6,0,98028,47.7639,-122.234,19000,12.34583459,74,0,0.145671074
3,1.5,1170,9848,1,0,0,3,7,0,98028,47.7612,-122.234,5542,12.4292162,52,0,0.142972717
3,2.5,1720,10031,2,0,0,3,8,0,98028,47.7688,-122.238,5845,12.85579027,22,0,0.150487656
3,1.5,2100,67269,1,0,0,4,7,880,98028,47.7592,-122.23,15999,13.08154138,66,0,0.141173379
3,1.75,1160,22470,1,0,0,4,7,0,98028,47.7595,-122.23,15999,12.8346813,39,0,0.141472766
4,1.75,1370,9993,1,0,0,3,6,0,98028,47.7572,-122.228,11592,12.69158046,97,0,0.139321633
5,3.5,4060,8309,2,0,0,3,9,1100,98028,47.757,-122.228,11711,13.3534751,14,0,0.139122262
3,1,1430,19901,1.5,0,0,4,7,0,98028,47.7558,-122.229,12697,12.64432758,88,0,0.137849688
3,1,2020,19210,1,0,0,3,6,260,98028,47.7552,-122.229,14469,12.9360338,66,0,0.137251286
3,1.75,1560,10919,1,0,0,3,7,0,98023,47.2917,-122.366,10919,12.37158708,40,0,0.350426356
4,4.25,1960,3565,2,0,0,3,7,0,98116,47.5849,-122.384,5750,13.19932442,75,1,0.148768735
4,2.25,1920,3225,1.5,0,0,5,7,620,98116,47.5848,-122.384,3750,13.29631668,92,0,0.148791229
3,1.75,1660,5750,1,0,0,4,7,580,98116,47.5843,-122.385,5560,13.42984808,106,0,0.149878385
3,1.75,1628,286355,1,0,0,3,7,0,98092,47.2558,-122.122,216344,12.4292162,19,0,0.380938872
4,3,3620,403693,2,0,2,3,9,0,98022,47.2527,-121.98,148811,13.11231304,35,0,0.448076916
3,2.5,2920,169448,2.5,0,0,3,9,0,98022,47.2492,-121.975,326097,13.21767356,25,0,0.453827953
2,1,2034,13392,1,1,4,5,7,875,98070,47.3312,-122.503,15961,13.21585372,68,0,0.390018286
3,1.5,1470,18459,2,0,0,4,6,0,98023,47.3302,-122.36,16074,12.03765399,99,0,0.312480159
3,2.75,3610,107386,1.5,1,3,3,8,480,98023,47.3351,-122.362,42126,12.95984445,97,1,0.308759119
3,1.75,1460,12367,2,1,4,4,8,340,98023,47.3311,-122.375,18893,13.35188654,45,0,0.317773615
3,1,1030,24750,1,0,2,3,5,0,98023,47.3343,-122.362,28800,12.42520818,72,0,0.3094931
4,1,1200,43560,1,0,0,3,5,0,98042,47.3375,-122.123,54450,12.25486281,47,0,0.303843961
3,2.75,2500,35245,1,0,0,3,7,920,98042,47.3414,-122.117,153766,12.893956,15,0,0.302612609
4,2.5,2300,41167,2,0,0,3,7,0,98042,47.3412,-122.108,21765,12.87901712,27,0,0.3065335
3,1.75,2020,215622,2,0,0,4,7,0,98070,47.4189,-122.499,215622,13.10216067,40,0,0.327642622
3,1.5,1900,43186,1.5,0,0,4,7,600,98038,47.4199,-121.99,108028,12.96570957,44,0,0.318411927
2,1,910,5000,1,0,0,3,7,0,98107,47.6733,-122.37,5000,13.16158409,91,0,0.142041133
4,1,1400,9384,1.5,0,0,4,6,0,98106,47.5166,-122.361,8432,12.69158046,67,0,0.158814803
3,2,2190,19800,1,0,0,3,7,0,98146,47.5106,-122.365,9719,13.04968515,21,0,0.165742181
4,1,2370,30200,1.5,0,0,4,7,800,98146,47.5108,-122.366,9719,12.89893979,67,0,0.166374153
4,2,2100,8160,1,0,0,3,7,900,98106,47.5145,-122.365,8160,12.55320218,56,0,0.163234484
2,1,640,7768,1,0,0,3,6,0,98106,47.515,-122.359,7424,12.01370075,73,0,0.158323477
4,2.5,1920,9000,2,0,0,2,7,0,98126,47.5153,-122.37,10474,12.95984445,26,0,0.166627441
4,1,1910,16320,1.5,0,0,3,6,0,98106,47.5151,-122.366,9000,12.3883942,81,0,0.163628274
1,1,620,8261,1,0,0,3,5,0,98106,47.5138,-122.364,8244,12.40860524,76,0,0.162912229
3,1.75,1260,17000,1,0,0,3,7,0,98146,47.5114,-122.361,7213,12.72188581,21,0,0.162194411
2,1,970,13700,1,0,0,3,6,0,98106,47.515,-122.362,10880,12.61153775,66,0,0.160608614
4,2.75,2360,15100,1,0,0,3,8,0,98146,47.5117,-122.365,13346,13.19002203,1,0,0.165029408
3,1,1300,7200,1,0,0,4,7,0,98146,47.5063,-122.369,7100,12.64109656,63,0,0.171578132
2,2,970,9750,1,0,0,5,6,0,98146,47.5073,-122.372,9000,12.62148808,75,0,0.173219016
4,2.25,1900,7200,1,0,0,3,8,530,98146,47.5033,-122.372,8008,13.09190417,38,0,0.175809427
2,1,820,4320,1,0,0,3,5,0,98106,47.514,-122.359,7424,11.53761808,78,0,0.158977845
3,2.25,1330,7200,1,0,0,3,7,430,98146,47.5102,-122.364,9570,12.59473064,41,0,0.165244875
3,1.75,1570,6975,1,0,0,3,7,530,98126,47.5137,-122.37,7813,12.79372041,36,0,0.167621344
3,2.5,1970,14876,1,0,0,3,7,650,98146,47.5031,-122.372,8008,13.19932442,34,0,0.175940333
3,2.25,2190,220414,1,0,0,4,7,860,98059,47.5041,-122.102,175982,13.18063229,39,0,0.178390674
4,2.25,3410,57063,2,0,0,4,8,1000,98059,47.505,-122.11,145490,13.06261337,37,0,0.171726325
3,2,1860,217800,2,0,2,3,8,0,98059,47.5157,-122.107,217800,12.99453001,17,0,0.167220385
4,3.25,2730,54014,1,0,0,3,9,1170,98059,47.5133,-122.11,111274,13.34550693,8,0,0.166366394
2,1,1430,365904,1,0,0,3,7,420,98065,47.513,-121.857,253519,12.78268601,24,0,0.396283267
4,1,1410,3376,1.5,0,0,5,7,0,98107,47.6606,-122.365,3600,13.24103491,104,0,0.132874769
3,1.75,1670,39639,1,0,0,4,8,0,98075,47.5929,-121.989,30492,13.30468493,39,1,0.251321156
2,1,1230,2726,1.5,0,0,3,7,350,98117,47.6815,-122.359,3750,13.26212532,95,0,0.135589021
3,1.75,1550,3680,1,0,0,3,7,500,98117,47.6817,-122.36,4000,13.18063229,88,0,0.136567313
6,4.5,3300,7561,2,0,0,3,8,0,98052,47.6795,-122.104,7561,13.142166,35,0,0.148247524
6,4.5,3300,7480,2,0,0,3,8,0,98052,47.6796,-122.104,7561,13.142166,35,0,0.148288824
6,4.5,3300,7200,2,0,0,3,8,0,98052,47.6798,-122.104,7561,13.142166,35,0,0.148371591
4,3.75,5150,453895,2,0,3,3,11,790,98053,47.6795,-121.991,215186,14.57631639,18,0,0.255467651
2,1,1140,15624,1,0,0,4,6,0,98177,47.7673,-122.367,15493,12.80902156,106,0,0.196397283
4,1.5,1840,11367,1.5,0,0,4,7,0,98177,47.7656,-122.358,9800,12.9360338,65,0,0.189329939
3,2,1520,5040,2,0,0,3,7,0,98177,47.777,-122.362,8710,12.9828714,38,1,0.200752589
